team,game,season,starting_minute,end_minute,0,1,2,3,4
SAC,201601140UTA,2016,17,18,Darren Collison,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Rudy Gay
SAC,201601140UTA,2016,19,19,Ben McLemore,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Rudy Gay
SAC,201601140UTA,2016,20,21,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601140UTA,2016,22,24,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601140UTA,2016,25,31,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601140UTA,2016,32,32,Ben McLemore,DeMarcus Cousins,Kosta Koufos,Rajon Rondo,Rudy Gay
SAC,201601140UTA,2016,33,33,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201601140UTA,2016,34,34,Darren Collison,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Omri Casspi
SAC,201601140UTA,2016,35,39,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201601140UTA,2016,40,45,Darren Collison,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601140UTA,2016,46,47,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
UTA,201601140UTA,2016,0,6,Gordon Hayward,Raul Neto,Rodney Hood,Rudy Gobert,Trey Lyles
UTA,201601140UTA,2016,7,7,Gordon Hayward,Raul Neto,Rodney Hood,Trevor Booker,Trey Lyles
UTA,201601140UTA,2016,8,8,Chris Johnson,Gordon Hayward,Trevor Booker,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,9,10,Chris Johnson,Gordon Hayward,Jeff Withey,Trevor Booker,Trey Burke
UTA,201601140UTA,2016,11,11,Chris Johnson,Gordon Hayward,Rudy Gobert,Trevor Booker,Trey Burke
UTA,201601140UTA,2016,12,12,Gordon Hayward,Joe Ingles,Rudy Gobert,Trevor Booker,Trey Burke
UTA,201601140UTA,2016,13,14,Joe Ingles,Rodney Hood,Rudy Gobert,Trevor Booker,Trey Burke
UTA,201601140UTA,2016,15,15,Jeff Withey,Joe Ingles,Rodney Hood,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,16,16,Jeff Withey,Joe Ingles,Raul Neto,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,17,17,Chris Johnson,Raul Neto,Rudy Gobert,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,18,18,Gordon Hayward,Joe Ingles,Raul Neto,Rudy Gobert,Trey Lyles
UTA,201601140UTA,2016,19,19,Gordon Hayward,Joe Ingles,Raul Neto,Trevor Booker,Trey Lyles
UTA,201601140UTA,2016,20,20,Gordon Hayward,Raul Neto,Trevor Booker,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,21,23,Gordon Hayward,Joe Ingles,Trevor Booker,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,24,28,Gordon Hayward,Raul Neto,Rodney Hood,Rudy Gobert,Trey Lyles
UTA,201601140UTA,2016,29,30,Gordon Hayward,Raul Neto,Rodney Hood,Trevor Booker,Trey Lyles
UTA,201601140UTA,2016,31,31,Gordon Hayward,Raul Neto,Rodney Hood,Rudy Gobert,Trevor Booker
UTA,201601140UTA,2016,32,32,Gordon Hayward,Raul Neto,Rudy Gobert,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,33,33,Chris Johnson,Gordon Hayward,Rudy Gobert,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,34,35,Chris Johnson,Gordon Hayward,Joe Ingles,Rudy Gobert,Trey Burke
UTA,201601140UTA,2016,36,36,Chris Johnson,Gordon Hayward,Joe Ingles,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,37,40,Chris Johnson,Joe Ingles,Rodney Hood,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,41,42,Chris Johnson,Rodney Hood,Rudy Gobert,Trey Burke,Trey Lyles
UTA,201601140UTA,2016,43,47,Gordon Hayward,Rodney Hood,Rudy Gobert,Trey Burke,Trey Lyles
SAC,201601160LAC,2016,0,6,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601160LAC,2016,7,7,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601160LAC,2016,8,8,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601160LAC,2016,9,10,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201601160LAC,2016,11,12,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201601160LAC,2016,13,17,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201601160LAC,2016,18,19,Ben McLemore,Darren Collison,DeMarcus Cousins,Marco Belinelli,Rudy Gay
SAC,201601160LAC,2016,20,22,Ben McLemore,Darren Collison,DeMarcus Cousins,Rajon Rondo,Rudy Gay
SAC,201601160LAC,2016,23,24,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo
SAC,201601160LAC,2016,25,30,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601160LAC,2016,31,32,Ben McLemore,Kosta Koufos,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601160LAC,2016,33,33,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601160LAC,2016,34,36,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201601160LAC,2016,37,37,Ben McLemore,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi
SAC,201601160LAC,2016,38,41,Ben McLemore,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi
SAC,201601160LAC,2016,42,43,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201601160LAC,2016,44,47,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
LAC,201601160LAC,2016,0,4,Chris Paul,Cole Aldrich,J.J. Redick,Luc Mbah a Moute,Paul Pierce
LAC,201601160LAC,2016,5,6,Chris Paul,Cole Aldrich,J.J. Redick,Luc Mbah a Moute,Wesley Johnson
LAC,201601160LAC,2016,7,8,Austin Rivers,Cole Aldrich,J.J. Redick,Jamal Crawford,Wesley Johnson
LAC,201601160LAC,2016,9,9,Austin Rivers,Cole Aldrich,Jamal Crawford,Pablo Prigioni,Wesley Johnson
LAC,201601160LAC,2016,10,17,Austin Rivers,Jamal Crawford,Josh Smith,Pablo Prigioni,Wesley Johnson
LAC,201601160LAC,2016,18,19,Chris Paul,Cole Aldrich,J.J. Redick,Jamal Crawford,Luc Mbah a Moute
LAC,201601160LAC,2016,20,22,Austin Rivers,Cole Aldrich,J.J. Redick,Luc Mbah a Moute,Paul Pierce
LAC,201601160LAC,2016,23,23,J.J. Redick,Jamal Crawford,Josh Smith,Luc Mbah a Moute,Pablo Prigioni
LAC,201601160LAC,2016,24,24,Austin Rivers,J.J. Redick,Jamal Crawford,Josh Smith,Pablo Prigioni
LAC,201601160LAC,2016,25,30,Chris Paul,Cole Aldrich,J.J. Redick,Luc Mbah a Moute,Paul Pierce
LAC,201601160LAC,2016,31,32,Chris Paul,J.J. Redick,Josh Smith,Luc Mbah a Moute,Paul Pierce
LAC,201601160LAC,2016,33,33,Austin Rivers,Chris Paul,Jamal Crawford,Josh Smith,Wesley Johnson
LAC,201601160LAC,2016,34,39,Austin Rivers,Jamal Crawford,Josh Smith,Pablo Prigioni,Wesley Johnson
LAC,201601160LAC,2016,40,40,Austin Rivers,Chris Paul,Cole Aldrich,Jamal Crawford,Wesley Johnson
LAC,201601160LAC,2016,41,43,Chris Paul,Cole Aldrich,J.J. Redick,Jamal Crawford,Wesley Johnson
LAC,201601160LAC,2016,44,47,Chris Paul,Cole Aldrich,J.J. Redick,Jamal Crawford,Paul Pierce
SAC,201601200LAL,2016,0,8,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601200LAL,2016,9,10,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201601200LAL,2016,11,16,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201601200LAL,2016,17,17,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201601200LAL,2016,18,19,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601200LAL,2016,20,20,Ben McLemore,Darren Collison,DeMarcus Cousins,Rajon Rondo,Rudy Gay
SAC,201601200LAL,2016,21,22,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601200LAL,2016,23,28,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601200LAL,2016,29,30,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601200LAL,2016,31,32,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601200LAL,2016,33,34,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201601200LAL,2016,35,37,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201601200LAL,2016,38,40,Darren Collison,Marco Belinelli,Omri Casspi,Rudy Gay,Willie Cauley-Stein
SAC,201601200LAL,2016,41,46,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601200LAL,2016,47,47,Ben McLemore,James Anderson,Quincy Acy,Seth Curry,Willie Cauley-Stein
LAL,201601200LAL,2016,0,6,Jordan Clarkson,Julius Randle,Kobe Bryant,Lou Williams,Roy Hibbert
LAL,201601200LAL,2016,7,8,D'Angelo Russell,Kobe Bryant,Lou Williams,Roy Hibbert,Ryan Kelly
LAL,201601200LAL,2016,9,12,Anthony Brown,Brandon Bass,D'Angelo Russell,Lou Williams,Ryan Kelly
LAL,201601200LAL,2016,13,14,Anthony Brown,Brandon Bass,D'Angelo Russell,Jordan Clarkson,Ryan Kelly
LAL,201601200LAL,2016,15,17,Brandon Bass,D'Angelo Russell,Jordan Clarkson,Julius Randle,Kobe Bryant
LAL,201601200LAL,2016,18,20,D'Angelo Russell,Jordan Clarkson,Julius Randle,Kobe Bryant,Roy Hibbert
LAL,201601200LAL,2016,21,23,Jordan Clarkson,Julius Randle,Kobe Bryant,Lou Williams,Roy Hibbert
LAL,201601200LAL,2016,24,26,Jordan Clarkson,Julius Randle,Kobe Bryant,Lou Williams,Roy Hibbert
LAL,201601200LAL,2016,27,30,Brandon Bass,Jordan Clarkson,Julius Randle,Kobe Bryant,Lou Williams
LAL,201601200LAL,2016,31,31,Brandon Bass,D'Angelo Russell,Julius Randle,Kobe Bryant,Lou Williams
LAL,201601200LAL,2016,32,33,Anthony Brown,Brandon Bass,D'Angelo Russell,Julius Randle,Lou Williams
LAL,201601200LAL,2016,34,37,Anthony Brown,Brandon Bass,D'Angelo Russell,Lou Williams,Ryan Kelly
LAL,201601200LAL,2016,38,41,Anthony Brown,Brandon Bass,D'Angelo Russell,Jordan Clarkson,Ryan Kelly
LAL,201601200LAL,2016,42,43,Brandon Bass,D'Angelo Russell,Jordan Clarkson,Julius Randle,Kobe Bryant
LAL,201601200LAL,2016,44,46,Brandon Bass,Jordan Clarkson,Julius Randle,Kobe Bryant,Lou Williams
LAL,201601200LAL,2016,47,47,Anthony Brown,Jordan Clarkson,Marcelo Huertas,Robert Sacre,Ryan Kelly
SAC,201601210SAC,2016,0,7,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601210SAC,2016,8,8,Ben McLemore,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Rajon Rondo
SAC,201601210SAC,2016,9,11,Darren Collison,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Rajon Rondo
SAC,201601210SAC,2016,12,12,Darren Collison,Kosta Koufos,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201601210SAC,2016,13,16,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201601210SAC,2016,17,17,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201601210SAC,2016,18,20,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601210SAC,2016,21,21,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601210SAC,2016,22,23,Ben McLemore,DeMarcus Cousins,Kosta Koufos,Omri Casspi,Rajon Rondo
SAC,201601210SAC,2016,24,24,Ben McLemore,Kosta Koufos,Omri Casspi,Quincy Acy,Rajon Rondo
SAC,201601210SAC,2016,25,31,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601210SAC,2016,32,32,Ben McLemore,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201601210SAC,2016,33,34,Ben McLemore,DeMarcus Cousins,Marco Belinelli,Quincy Acy,Rajon Rondo
SAC,201601210SAC,2016,35,35,Ben McLemore,Darren Collison,DeMarcus Cousins,Marco Belinelli,Quincy Acy
SAC,201601210SAC,2016,36,36,Ben McLemore,Darren Collison,Kosta Koufos,Marco Belinelli,Quincy Acy
SAC,201601210SAC,2016,37,38,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Quincy Acy
SAC,201601210SAC,2016,39,39,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Quincy Acy
SAC,201601210SAC,2016,40,40,Darren Collison,DeMarcus Cousins,Omri Casspi,Quincy Acy,Rajon Rondo
SAC,201601210SAC,2016,41,43,Ben McLemore,DeMarcus Cousins,Omri Casspi,Quincy Acy,Rajon Rondo
SAC,201601210SAC,2016,44,47,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
ATL,201601210SAC,2016,0,5,Al Horford,Jeff Teague,Kent Bazemore,Kyle Korver,Paul Millsap
ATL,201601210SAC,2016,6,8,Jeff Teague,Kyle Korver,Paul Millsap,Thabo Sefolosha,Tiago Splitter
ATL,201601210SAC,2016,9,9,Dennis Schroder,Kent Bazemore,Paul Millsap,Thabo Sefolosha,Tiago Splitter
ATL,201601210SAC,2016,10,11,Al Horford,Dennis Schroder,Kent Bazemore,Thabo Sefolosha,Tiago Splitter
ATL,201601210SAC,2016,12,12,Al Horford,Dennis Schroder,Kent Bazemore,Mike Scott,Thabo Sefolosha
ATL,201601210SAC,2016,13,17,Al Horford,Dennis Schroder,Mike Scott,Thabo Sefolosha,Tim Hardaway
ATL,201601210SAC,2016,18,18,Al Horford,Dennis Schroder,Kyle Korver,Mike Scott,Tim Hardaway
ATL,201601210SAC,2016,19,19,Jeff Teague,Kent Bazemore,Kyle Korver,Mike Scott,Tiago Splitter
ATL,201601210SAC,2016,20,21,Jeff Teague,Kent Bazemore,Kyle Korver,Paul Millsap,Tiago Splitter
ATL,201601210SAC,2016,22,29,Al Horford,Jeff Teague,Kent Bazemore,Kyle Korver,Paul Millsap
ATL,201601210SAC,2016,30,31,Dennis Schroder,Kyle Korver,Paul Millsap,Thabo Sefolosha,Tiago Splitter
ATL,201601210SAC,2016,32,34,Dennis Schroder,Paul Millsap,Thabo Sefolosha,Tiago Splitter,Tim Hardaway
ATL,201601210SAC,2016,35,35,Al Horford,Dennis Schroder,Paul Millsap,Thabo Sefolosha,Tim Hardaway
ATL,201601210SAC,2016,36,39,Al Horford,Dennis Schroder,Mike Scott,Thabo Sefolosha,Tim Hardaway
ATL,201601210SAC,2016,40,41,Al Horford,Kent Bazemore,Mike Scott,Thabo Sefolosha,Tim Hardaway
ATL,201601210SAC,2016,42,42,Dennis Schroder,Kent Bazemore,Kyle Korver,Mike Scott,Paul Millsap
ATL,201601210SAC,2016,43,45,Al Horford,Dennis Schroder,Kent Bazemore,Kyle Korver,Paul Millsap
ATL,201601210SAC,2016,46,47,Al Horford,Dennis Schroder,Kent Bazemore,Kyle Korver,Paul Millsap
SAC,201601230SAC,2016,0,7,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,8,9,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,10,10,James Anderson,Kosta Koufos,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,11,14,Darren Collison,DeMarcus Cousins,James Anderson,Kosta Koufos,Marco Belinelli
SAC,201601230SAC,2016,15,17,Darren Collison,DeMarcus Cousins,James Anderson,Marco Belinelli,Willie Cauley-Stein
SAC,201601230SAC,2016,18,18,Darren Collison,DeMarcus Cousins,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,19,19,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,20,23,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,24,24,Ben McLemore,Kosta Koufos,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,25,29,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,30,33,Darren Collison,DeMarcus Cousins,James Anderson,Kosta Koufos,Rajon Rondo
SAC,201601230SAC,2016,34,35,Darren Collison,DeMarcus Cousins,James Anderson,Kosta Koufos,Marco Belinelli
SAC,201601230SAC,2016,36,37,Darren Collison,James Anderson,Kosta Koufos,Marco Belinelli,Willie Cauley-Stein
SAC,201601230SAC,2016,38,39,Darren Collison,James Anderson,Kosta Koufos,Marco Belinelli,Omri Casspi
SAC,201601230SAC,2016,40,41,Darren Collison,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Omri Casspi
SAC,201601230SAC,2016,42,42,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Omri Casspi,Rajon Rondo
SAC,201601230SAC,2016,43,43,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,44,44,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601230SAC,2016,45,47,Darren Collison,DeMarcus Cousins,James Anderson,Rajon Rondo,Willie Cauley-Stein
IND,201601230SAC,2016,0,2,Glenn Robinson,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201601230SAC,2016,3,5,Glenn Robinson,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201601230SAC,2016,6,10,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201601230SAC,2016,11,12,George Hill,Joe Young,Jordan Hill,Myles Turner,Paul George
IND,201601230SAC,2016,13,18,C.J. Miles,George Hill,Joe Young,Lavoy Allen,Myles Turner
IND,201601230SAC,2016,19,19,C.J. Miles,Joe Young,Lavoy Allen,Monta Ellis,Myles Turner
IND,201601230SAC,2016,20,21,Joe Young,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201601230SAC,2016,22,24,George Hill,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201601230SAC,2016,25,29,Glenn Robinson,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201601230SAC,2016,30,30,George Hill,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201601230SAC,2016,31,33,George Hill,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201601230SAC,2016,34,34,C.J. Miles,George Hill,Jordan Hill,Monta Ellis,Myles Turner
IND,201601230SAC,2016,35,36,C.J. Miles,George Hill,Joe Young,Jordan Hill,Myles Turner
IND,201601230SAC,2016,37,37,C.J. Miles,George Hill,Joe Young,Lavoy Allen,Myles Turner
IND,201601230SAC,2016,38,38,C.J. Miles,George Hill,Joe Young,Jordan Hill,Lavoy Allen
IND,201601230SAC,2016,39,39,George Hill,Joe Young,Jordan Hill,Myles Turner,Paul George
IND,201601230SAC,2016,40,41,Joe Young,Jordan Hill,Monta Ellis,Myles Turner,Paul George
IND,201601230SAC,2016,42,42,Joe Young,Lavoy Allen,Monta Ellis,Myles Turner,Paul George
IND,201601230SAC,2016,43,45,George Hill,Jordan Hill,Lavoy Allen,Monta Ellis,Paul George
IND,201601230SAC,2016,46,47,George Hill,Lavoy Allen,Monta Ellis,Myles Turner,Paul George
SAC,201601250SAC,2016,0,7,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601250SAC,2016,8,8,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601250SAC,2016,9,9,Ben McLemore,Darren Collison,DeMarcus Cousins,Omri Casspi,Rudy Gay
SAC,201601250SAC,2016,10,11,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201601250SAC,2016,12,16,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201601250SAC,2016,17,19,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601250SAC,2016,20,20,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601250SAC,2016,21,23,Darren Collison,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601250SAC,2016,24,24,Darren Collison,Kosta Koufos,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601250SAC,2016,25,27,Ben McLemore,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601250SAC,2016,28,31,Darren Collison,DeMarcus Cousins,James Anderson,Rajon Rondo,Rudy Gay
SAC,201601250SAC,2016,32,32,Darren Collison,DeMarcus Cousins,James Anderson,Omri Casspi,Rajon Rondo
SAC,201601250SAC,2016,33,34,Darren Collison,DeMarcus Cousins,James Anderson,Omri Casspi,Willie Cauley-Stein
SAC,201601250SAC,2016,35,37,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201601250SAC,2016,38,38,Darren Collison,Kosta Koufos,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201601250SAC,2016,39,41,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rudy Gay
SAC,201601250SAC,2016,42,43,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601250SAC,2016,44,44,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
SAC,201601250SAC,2016,45,46,Darren Collison,DeMarcus Cousins,Rajon Rondo,Rudy Gay,Willie Cauley-Stein
SAC,201601250SAC,2016,47,47,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Rudy Gay
CHO,201601250SAC,2016,0,7,Jeremy Lin,Kemba Walker,Marvin Williams,P.J. Hairston,Spencer Hawes
CHO,201601250SAC,2016,8,8,Frank Kaminsky,Jeremy Lin,Kemba Walker,P.J. Hairston,Spencer Hawes
CHO,201601250SAC,2016,9,12,Frank Kaminsky,Kemba Walker,Marvin Williams,Troy Daniels,Tyler Hansbrough
CHO,201601250SAC,2016,13,14,Brian Roberts,Frank Kaminsky,Jeremy Lin,Troy Daniels,Tyler Hansbrough
CHO,201601250SAC,2016,15,16,Aaron Harrison,Brian Roberts,Frank Kaminsky,Jeremy Lin,Tyler Hansbrough
CHO,201601250SAC,2016,17,19,Aaron Harrison,Brian Roberts,Frank Kaminsky,Jeremy Lin,Spencer Hawes
CHO,201601250SAC,2016,20,20,Brian Roberts,Jeremy Lin,Marvin Williams,P.J. Hairston,Spencer Hawes
CHO,201601250SAC,2016,21,23,Jeremy Lin,Kemba Walker,Marvin Williams,P.J. Hairston,Spencer Hawes
CHO,201601250SAC,2016,24,24,Frank Kaminsky,Jeremy Lin,Kemba Walker,Marvin Williams,P.J. Hairston
CHO,201601250SAC,2016,25,31,Jeremy Lin,Kemba Walker,Marvin Williams,P.J. Hairston,Spencer Hawes
CHO,201601250SAC,2016,32,32,Jeremy Lin,Kemba Walker,Marvin Williams,P.J. Hairston,Tyler Hansbrough
CHO,201601250SAC,2016,33,35,Kemba Walker,Marvin Williams,P.J. Hairston,Troy Daniels,Tyler Hansbrough
CHO,201601250SAC,2016,36,36,Frank Kaminsky,Kemba Walker,P.J. Hairston,Troy Daniels,Tyler Hansbrough
CHO,201601250SAC,2016,37,41,Brian Roberts,Frank Kaminsky,Jeremy Lin,Troy Daniels,Tyler Hansbrough
CHO,201601250SAC,2016,42,42,Frank Kaminsky,Jeremy Lin,Kemba Walker,Spencer Hawes,Troy Daniels
CHO,201601250SAC,2016,43,47,Jeremy Lin,Kemba Walker,Marvin Williams,Spencer Hawes,Troy Daniels
SAC,201601260POR,2016,0,7,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601260POR,2016,8,8,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601260POR,2016,9,9,James Anderson,Kosta Koufos,Marco Belinelli,Rajon Rondo,Willie Cauley-Stein
SAC,201601260POR,2016,10,11,James Anderson,Kosta Koufos,Marco Belinelli,Quincy Acy,Rajon Rondo
SAC,201601260POR,2016,12,14,Darren Collison,James Anderson,Kosta Koufos,Marco Belinelli,Quincy Acy
SAC,201601260POR,2016,15,15,Darren Collison,DeMarcus Cousins,James Anderson,Marco Belinelli,Quincy Acy
SAC,201601260POR,2016,16,17,Darren Collison,DeMarcus Cousins,Marco Belinelli,Omri Casspi,Quincy Acy
SAC,201601260POR,2016,18,21,Darren Collison,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601260POR,2016,22,23,Darren Collison,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Rajon Rondo
SAC,201601260POR,2016,24,24,DeMarcus Cousins,James Anderson,Kosta Koufos,Marco Belinelli,Rajon Rondo
SAC,201601260POR,2016,25,29,Ben McLemore,DeMarcus Cousins,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601260POR,2016,30,30,Ben McLemore,Kosta Koufos,Omri Casspi,Rajon Rondo,Willie Cauley-Stein
SAC,201601260POR,2016,31,32,Ben McLemore,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Rajon Rondo
SAC,201601260POR,2016,33,33,Darren Collison,DeMarcus Cousins,Kosta Koufos,Marco Belinelli,Rajon Rondo
SAC,201601260POR,2016,34,36,Darren Collison,DeMarcus Cousins,James Anderson,Kosta Koufos,Marco Belinelli
SAC,201601260POR,2016,37,38,Darren Collison,James Anderson,Marco Belinelli,Omri Casspi,Willie Cauley-Stein
SAC,201601260POR,2016,39,40,Darren Collison,DeMarcus Cousins,Marco Belinelli,Quincy Acy,Rajon Rondo
